"","Symbol","Name"
"3463","ZYNE","Zynerba Pharmaceuticals, Inc."
"3464","ZYXI","Zynex, Inc."
"3465","ZNGA","Zynga Inc."
"3466","DDD","3D Systems Corporation"
"3467","MMM","3M Company"
"3468","WBAI","500.com Limited"
"3469","WUBA","58.com Inc."
"3470","EGHT","8x8 Inc"
"3471","AHC","A.H. Belo Corporation"
"3472","AOS","A.O Smith Corporation"
"3473","ATEN","A10 Networks, Inc."
"3474","AAC","AAC Holdings, Inc."
"3475","AIR","AAR Corp."
"3476","AAN","Aaron&#39;s,  Inc."
"3477","ABB","ABB Ltd"
"3478","ABT","Abbott Laboratories"
"3479","ABBV","AbbVie Inc."
"3480","ANF","Abercrombie & Fitch Company"
"3481","AGD","Aberdeen Global Dynamic Dividend Fund"
"3482","AWP","Aberdeen Global Premier Properties Fund"
"3483","ACP","Aberdeen Income Credit Strategies Fund"
"3484","JEQ","Aberdeen Japan Equity Fund, Inc. "
"3485","AOD","Aberdeen Total Dynamic Dividend Fund"
"3486","ABM","ABM Industries Incorporated"
"3487","AKR","Acadia Realty Trust"
"3488","ACN","Accenture plc"
"3489","ACCO","Acco Brands Corporation"
"3490","ATV","Acorn International, Inc."
"3491","ATU","Actuant Corporation"
"3492","AYI","Acuity Brands, Inc. "
"3493","GOLF","Acushnet Holdings Corp."
"3494","ADX","Adams Diversified Equity Fund, Inc."
"3495","PEO","Adams Natural Resources Fund, Inc."
"3496","AGRO","Adecoagro S.A."
"3497","ADNT","Adient plc"
"3498","ADT","ADT Inc."
"3499","ATGE","Adtalem Global Education Inc."
"3500","AAP","Advance Auto Parts Inc"
"3501","ADSW","Advanced Disposal Services, Inc."
"3502","WMS","Advanced Drainage Systems, Inc."
"3503","ASIX","AdvanSix Inc."
"3504","AVK","Advent Claymore Convertible Securities and Income Fund"
"3505","ACM","AECOM"
"3506","AEB","Aegon NV"
"3507","AED.CL","Aegon NV"
"3508","AEG","Aegon NV"
"3509","AEH","Aegon NV"
"3510","AER","Aercap Holdings N.V."
"3511","HIVE","Aerohive Networks, Inc."
"3512","AJRD","Aerojet Rocketdyne Holdings, Inc. "
"3513","AMG","Affiliated Managers Group, Inc."
"3514","MGR","Affiliated Managers Group, Inc."
"3515","AFL","Aflac Incorporated"
"3516","MITT","AG Mortgage Investment Trust, Inc."
"3517","MITT^A","AG Mortgage Investment Trust, Inc."
"3518","MITT^B","AG Mortgage Investment Trust, Inc."
"3519","AGCO","AGCO Corporation"
"3520","A","Agilent Technologies, Inc."
"3521","AEM","Agnico Eagle Mines Limited"
"3522","ADC","Agree Realty Corporation"
"3523","AL","Air Lease Corporation"
"3524","AL^A","Air Lease Corporation"
"3525","APD","Air Products and Chemicals, Inc."
"3526","AYR","Aircastle Limited"
"3527","AKS","AK Steel Holding Corporation"
"3528","ALP^Q","Alabama Power Company"
"3529","ALG","Alamo Group, Inc."
"3530","AGI","Alamos Gold Inc."
"3531","ALK","Alaska Air Group, Inc."
"3532","AIN","Albany International Corporation"
"3533","ALB","Albemarle Corporation"
"3534","AA","Alcoa Corporation"
"3535","ALC","Alcon Inc."
"3536","ALEX","Alexander & Baldwin, Inc."
"3537","ALX","Alexander&#39;s, Inc."
"3538","ARE","Alexandria Real Estate Equities, Inc."
"3539","ARE^D","Alexandria Real Estate Equities, Inc."
"3540","AQN","Algonquin Power & Utilities Corp."
"3541","AQNA","Algonquin Power & Utilities Corp."
"3542","BABA","Alibaba Group Holding Limited"
"3543","Y","Alleghany Corporation"
"3544","ATI","Allegheny Technologies Incorporated"
"3545","ALLE","Allegion plc"
"3546","AGN","Allergan plc."
"3547","ALE","Allete, Inc."
"3548","ADS","Alliance Data Systems Corporation"
"3549","AFB","Alliance National Municipal Income Fund Inc"
"3550","AWF","Alliance World Dollar Government Fund II"
"3551","AB","AllianceBernstein Holding L.P."
"3552","CBH","AllianzGI Convertible & Income 2024 Target Term Fund"
"3553","NCV","AllianzGI Convertible & Income Fund"
"3554","NCV^A","AllianzGI Convertible & Income Fund"
"3555","NCZ","AllianzGI Convertible & Income Fund II"
"3556","NCZ^A","AllianzGI Convertible & Income Fund II"
"3557","ACV","AllianzGI Diversified Income & Convertible Fund"
"3558","NIE","AllianzGI Equity & Convertible Income Fund"
"3559","NFJ","AllianzGI NFJ Dividend, Interest & Premium Strategy Fund"
"3560","ALSN","Allison Transmission Holdings, Inc."
"3561","ALL","Allstate Corporation (The)"
"3562","ALL^A","Allstate Corporation (The)"
"3563","ALL^B","Allstate Corporation (The)"
"3564","ALL^D","Allstate Corporation (The)"
"3565","ALL^E","Allstate Corporation (The)"
"3566","ALL^F","Allstate Corporation (The)"
"3567","ALL^G","Allstate Corporation (The)"
"3568","ALLY","Ally Financial Inc."
"3569","ALLY^A","Ally Financial Inc."
"3570","AYX","Alteryx, Inc."
"3571","ATUS","Altice USA, Inc."
"3572","MO","Altria Group"
"3573","ACH","Aluminum Corporation of China Limited"
"3574","AMBR","Amber Road, Inc."
"3575","ABEV","Ambev S.A."
"3576","AMC","AMC Entertainment Holdings, Inc."
"3577","AEE","Ameren Corporation"
"3578","AMRC","Ameresco, Inc."
"3579","AMOV","America Movil, S.A.B. de C.V."
"3580","AMX","America Movil, S.A.B. de C.V."
"3581","AAT","American Assets Trust, Inc."
"3582","AXL","American Axle & Manufacturing Holdings, Inc."
"3583","ACC","American Campus Communities Inc"
"3584","AEO","American Eagle Outfitters, Inc."
"3585","AEP","American Electric Power Company, Inc."
"3586","AEP^B","American Electric Power Company, Inc."
"3587","AEL","American Equity Investment Life Holding Company"
"3588","AXP","American Express Company"
"3589","AFG","American Financial Group, Inc."
"3590","AFGB","American Financial Group, Inc."
"3591","AFGE","American Financial Group, Inc."
"3592","AFGH","American Financial Group, Inc."
"3593","AMH","American Homes 4 Rent"
"3594","AMH^D","American Homes 4 Rent"
"3595","AMH^E","American Homes 4 Rent"
"3596","AMH^F","American Homes 4 Rent"
"3597","AMH^G","American Homes 4 Rent"
"3598","AMH^H","American Homes 4 Rent"
"3599","AIG","American International Group, Inc."
"3600","AIG.WS","American International Group, Inc."
"3601","AIG^A","American International Group, Inc."
"3602","AMID","American Midstream Partners, LP"
"3603","ARL","American Realty Investors, Inc."
"3604","ARA","American Renal Associates Holdings, Inc"
"3605","AWR","American States Water Company"
"3606","AMT","American Tower Corporation (REIT)"
"3607","AVD","American Vanguard Corporation"
"3608","AWK","American Water Works"
"3609","COLD","Americold Realty Trust"
"3610","APU","AmeriGas Partners, L.P."
"3611","AMP","AMERIPRISE FINANCIAL SERVICES, INC."
"3612","ABC","AmerisourceBergen Corporation (Holding Co)"
"3613","ANFI","Amira Nature Foods Ltd"
"3614","AMN","AMN Healthcare Services Inc"
"3615","AMRX","Amneal Pharmaceuticals, Inc."
"3616","AP","Ampco-Pittsburgh Corporation"
"3617","APH","Amphenol Corporation"
"3618","AXR","AMREP Corporation"
"3619","AME","AMTEK, Inc."
"3620","APC","Anadarko Petroleum Corporation"
"3621","PLAN","Anaplan, Inc."
"3622","ANDX","Andeavor Logistics LP"
"3623","AU","AngloGold Ashanti Limited"
"3624","BUD","Anheuser-Busch Inbev SA"
"3625","AXE","Anixter International Inc."
"3626","NLY","Annaly Capital Management Inc"
"3627","NLY^C","Annaly Capital Management Inc"
"3628","NLY^D","Annaly Capital Management Inc"
"3629","NLY^F","Annaly Capital Management Inc"
"3630","NLY^G","Annaly Capital Management Inc"
"3631","NLY^H.CL","Annaly Capital Management Inc"
"3632","AM","Antero Midstream Corporation"
"3633","AR","Antero Resources Corporation"
"3634","ANTM","Anthem, Inc."
"3635","ANH","Anworth Mortgage Asset  Corporation"
"3636","ANH^A","Anworth Mortgage Asset  Corporation"
"3637","ANH^B","Anworth Mortgage Asset  Corporation"
"3638","ANH^C","Anworth Mortgage Asset  Corporation"
"3639","AON","Aon plc"
"3640","APA","Apache Corporation"
"3641","AIV","Apartment Investment and Management Company"
"3642","APY","Apergy Corporation"
"3643","APHA","Aphria Inc."
"3644","ARI","Apollo Commercial Real Estate Finance"
"3645","ARI^C.CL","Apollo Commercial Real Estate Finance"
"3646","APO","Apollo Global Management, LLC"
"3647","APO^A","Apollo Global Management, LLC"
"3648","APO^B","Apollo Global Management, LLC"
"3649","AIY","Apollo Investment Corporation"
"3650","AFT","Apollo Senior Floating Rate Fund Inc."
"3651","AIF","Apollo Tactical Income Fund Inc."
"3652","APLE","Apple Hospitality REIT, Inc."
"3653","AIT","Applied Industrial Technologies, Inc."
"3654","ATR","AptarGroup, Inc."
"3655","APTV","Aptiv PLC"
"3656","WTR","Aqua America, Inc."
"3657","WTRU","Aqua America, Inc."
"3658","AQ","Aquantia Corp."
"3659","WAAS","AquaVenture Holdings Limited"
"3660","ARMK","Aramark"
"3661","ABR","Arbor Realty Trust"
"3662","ABR^A","Arbor Realty Trust"
"3663","ABR^B","Arbor Realty Trust"
"3664","ABR^C","Arbor Realty Trust"
"3665","ARC","ARC Document Solutions, Inc."
"3666","MT","ArcelorMittal"
"3667","ARCH","Arch Coal, Inc."
"3668","ADM","Archer-Daniels-Midland Company"
"3669","AROC","Archrock, Inc."
"3670","ARNC","Arconic Inc."
"3671","ARCO","Arcos Dorados Holdings Inc."
"3672","ACA","Arcosa, Inc."
"3673","RCUS","Arcus Biosciences, Inc."
"3674","ARD","Ardagh Group S.A."
"3675","ASC","Ardmore Shipping Corporation"
"3676","AFC","Ares Capital Corporation"
"3677","ACRE","Ares Commercial Real Estate Corporation"
"3678","ARDC","Ares Dynamic Credit Allocation Fund, Inc."
"3679","ARES","Ares Management Corporation"
"3680","ARES^A","Ares Management Corporation"
"3681","AGX","Argan, Inc."
"3682","ARGD","Argo Group International Holdings, Ltd."
"3683","ARGO","Argo Group International Holdings, Ltd."
"3684","ANET","Arista Networks, Inc."
"3685","AI","Arlington Asset Investment Corp"
"3686","AI^B","Arlington Asset Investment Corp"
"3687","AI^C","Arlington Asset Investment Corp"
"3688","AIC","Arlington Asset Investment Corp"
"3689","AIW","Arlington Asset Investment Corp"
"3690","ARLO","Arlo Technologies, Inc."
"3691","AHH","Armada Hoffler Properties, Inc."
"3692","ARR","ARMOUR Residential REIT, Inc."
"3693","ARR^A","ARMOUR Residential REIT, Inc."
"3694","ARR^B","ARMOUR Residential REIT, Inc."
"3695","AFI","Armstrong Flooring, Inc."
"3696","AWI","Armstrong World Industries Inc"
"3697","ARW","Arrow Electronics, Inc."
"3698","AJG","Arthur J. Gallagher & Co."
"3699","APAM","Artisan Partners Asset Management Inc."
"3700","ASA","ASA Gold and Precious Metals Limited"
"3701","ABG","Asbury Automotive Group Inc"
"3702","ASX","ASE Technology Holding Co., Ltd."
"3703","ASGN","ASGN Incorporated"
"3704","AHT","Ashford Hospitality Trust Inc"
"3705","AHT^D","Ashford Hospitality Trust Inc"
"3706","AHT^F","Ashford Hospitality Trust Inc"
"3707","AHT^G","Ashford Hospitality Trust Inc"
"3708","AHT^H","Ashford Hospitality Trust Inc"
"3709","AHT^I","Ashford Hospitality Trust Inc"
"3710","ASH","Ashland Global Holdings Inc."
"3711","ASPN","Aspen Aerogels, Inc."
"3712","AHL^C","Aspen Insurance Holdings Limited"
"3713","AHL^D","Aspen Insurance Holdings Limited"
"3714","ASB","Associated Banc-Corp"
"3715","ASB^C","Associated Banc-Corp"
"3716","ASB^D","Associated Banc-Corp"
"3717","ASB^E","Associated Banc-Corp"
"3718","AC","Associated Capital Group, Inc."
"3719","AIZ","Assurant, Inc."
"3720","AIZP","Assurant, Inc."
"3721","AGO","Assured Guaranty Ltd."
"3722","AGO^B","Assured Guaranty Ltd."
"3723","AGO^E","Assured Guaranty Ltd."
"3724","AGO^F","Assured Guaranty Ltd."
"3725","AZN","Astrazeneca PLC"
"3726","HOME","At Home Group Inc."
"3727","T","AT&T Inc."
"3728","TBB","AT&T Inc."
"3729","TBC","AT&T Inc."
"3730","ATTO","Atento S.A."
"3731","ATH","Athene Holding Ltd."
"3732","ATKR","Atkore International Group Inc."
"3733","AT","Atlantic Power Corporation"
"3734","ATO","Atmos Energy Corporation"
"3735","AUO","AU Optronics Corp"
"3736","ACB","Aurora Cannabis Inc."
"3737","ATHM","Autohome Inc."
"3738","ALV","Autoliv, Inc."
"3739","AN","AutoNation, Inc."
"3740","AZO","AutoZone, Inc."
"3741","AVLR","Avalara, Inc."
"3742","AVB","AvalonBay Communities, Inc."
"3743","AGR","Avangrid, Inc."
"3744","AVNS","Avanos Medical, Inc."
"3745","AVTR","Avantor, Inc."
"3746","AVTR^A","Avantor, Inc."
"3747","AVYA","Avaya Holdings Corp."
"3748","AVY","Avery Dennison Corporation"
"3749","AVH","Avianca Holdings S.A."
"3750","AVA","Avista Corporation"
"3751","AVP","Avon Products, Inc."
"3752","AVX","AVX Corporation"
"3753","EQH","AXA Equitable Holdings, Inc."
"3754","AXTA","Axalta Coating Systems Ltd."
"3755","AXS","Axis Capital Holdings Limited"
"3756","AXS^D","Axis Capital Holdings Limited"
"3757","AXS^E","Axis Capital Holdings Limited"
"3758","AX","Axos Financial, Inc."
"3759","AXO","Axos Financial, Inc."
"3760","AZUL","Azul S.A."
"3761","AZRE","Azure Power Global Limited"
"3762","AZZ","AZZ Inc."
"3763","BGS","B&G Foods, Inc."
"3764","BRPM","B. Riley Principal Merger Corp."
"3765","BRPM.U","B. Riley Principal Merger Corp."
"3766","BRPM.WS","B. Riley Principal Merger Corp."
"3767","BW","Babcock"
"3768","BGH","Babson Global Short Duration High Yield Fund"
"3769","BMI","Badger Meter, Inc."
"3770","BCSF","Bain Capital Specialty Finance, Inc."
"3771","BHGE","Baker Hughes, a GE company"
"3772","BBN","BalckRock Taxable Municipal Bond Trust"
"3773","BLL","Ball Corporation"
"3774","BANC","Banc of California, Inc."
"3775","BANC^D","Banc of California, Inc."
"3776","BANC^E","Banc of California, Inc."
"3777","BBVA","Banco Bilbao Viscaya Argentaria S.A."
"3778","BBD","Banco Bradesco Sa"
"3779","BBDO","Banco Bradesco Sa"
"3780","BCH","Banco De Chile"
"3781","BLX","Banco Latinoamericano de Comercio Exterior, S.A."
"3782","BSBR","Banco Santander Brasil SA"
"3783","BSAC","Banco Santander Chile"
"3784","BSMX","Banco Santander Mexico, S.A., Institucion de Ban"
"3785","SAN","Banco Santander, S.A."
"3786","SAN^B","Banco Santander, S.A."
"3787","CIB","BanColombia S.A."
"3788","BXS","BancorpSouth Bank"
"3789","BAC","Bank of America Corporation"
"3790","BAC^A","Bank of America Corporation"
"3791","BAC^B","Bank of America Corporation"
"3792","BAC^C","Bank of America Corporation"
"3793","BAC^E","Bank of America Corporation"
"3794","BAC^K","Bank of America Corporation"
"3795","BAC^L","Bank of America Corporation"
"3796","BAC^W","Bank of America Corporation"
"3797","BAC^Y","Bank of America Corporation"
"3798","BML^G","Bank of America Corporation"
"3799","BML^H","Bank of America Corporation"
"3800","BML^J","Bank of America Corporation"
"3801","BML^L","Bank of America Corporation"
"3802","BOH","Bank of Hawaii Corporation"
"3803","BMO","Bank Of Montreal"
"3804","NTB","Bank of N.T. Butterfield & Son Limited (The)"
"3805","BK","Bank Of New York Mellon Corporation (The)"
"3806","BK^C","Bank Of New York Mellon Corporation (The)"
"3807","BNS","Bank of Nova Scotia (The)"
"3808","BKU","BankUnited, Inc."
"3809","BCS","Barclays PLC"
"3810","BBDC","Barings BDC, Inc."
"3811","MCI","Barings Corporate Investors"
"3812","MPV","Barings Participation Investors"
"3813","BNED","Barnes & Noble Education, Inc"
"3814","BKS","Barnes & Noble, Inc."
"3815","B","Barnes Group, Inc."
"3816","GOLD","Barrick Gold Corporation"
"3817","BAS","Basic Energy Services, Inc."
"3818","BHC","Bausch Health Companies Inc."
"3819","BAX","Baxter International Inc."
"3820","BTE","Baytex Energy Corp"
"3821","BBT","BB&T Corporation"
"3822","BBT^D","BB&T Corporation"
"3823","BBT^E","BB&T Corporation"
"3824","BBT^F","BB&T Corporation"
"3825","BBT^G","BB&T Corporation"
"3826","BBT^H","BB&T Corporation"
"3827","BFR","BBVA Banco Frances S.A."
"3828","BBX","BBX Capital Corporation"
"3829","BCE","BCE, Inc."
"3830","BZH","Beazer Homes USA, Inc."
"3831","BDX","Becton, Dickinson and Company"
"3832","BDXA","Becton, Dickinson and Company"
"3833","BDC","Belden Inc"
"3834","BDC^B","Belden Inc"
"3835","BMS","Bemis Company, Inc."
"3836","BHE","Benchmark Electronics, Inc."
"3837","BRK.A","Berkshire Hathaway Inc."
"3838","BRK.B","Berkshire Hathaway Inc."
"3839","BHLB","Berkshire Hills Bancorp, Inc."
"3840","BERY","Berry Global Group, Inc."
"3841","BBY","Best Buy Co., Inc."
"3842","BEST","BEST Inc."
"3843","BHP","BHP Group Limited"
"3844","BBL","BHP Group Plc"
"3845","BIG","Big Lots, Inc."
"3846","BH","Biglari Holdings Inc."
"3847","BH.A","Biglari Holdings Inc."
"3848","BHVN","Biohaven Pharmaceutical Holding Company Ltd."
"3849","BIO","Bio-Rad Laboratories, Inc."
"3850","BIO.B","Bio-Rad Laboratories, Inc."
"3851","BITA","Bitauto Holdings Limited"
"3852","BJ","BJ&#39;s Wholesale Club Holdings, Inc."
"3853","BKH","Black Hills Corporation"
"3854","BKI","Black Knight, Inc."
"3855","BSM","Black Stone Minerals, L.P."
"3856","BB","BlackBerry Limited"
"3857","BGIO","BlackRock 2022 Global Income Opportunity Trust"
"3858","BFZ","BlackRock California Municipal Income Trust"
"3859","CII","Blackrock Capital and Income Strategies Fund Inc"
"3860","BHK","Blackrock Core Bond Trust"
"3861","HYT","Blackrock Corporate High Yield Fund, Inc."
"3862","BTZ","BlackRock Credit Allocation Income Trust"
"3863","DSU","Blackrock Debt Strategies Fund, Inc."
"3864","BGR","BlackRock Energy and Resources Trust"
"3865","BDJ","Blackrock Enhanced Equity Dividend Trust"
"3866","EGF","Blackrock Enhanced Government Fund, Inc"
"3867","FRA","Blackrock Floating Rate Income Strategies Fund Inc"
"3868","BFO","Blackrock Florida Municipal 2020 Term Trust"
"3869","BGT","Blackrock Global"
"3870","BOE","Blackrock Global"
"3871","BME","Blackrock Health Sciences Trust"
"3872","BAF","BlackRock Income Investment Quality Trust"
"3873","BKT","BlackRock Income Trust Inc. (The)"
"3874","BGY","BLACKROCK INTERNATIONAL, LTD."
"3875","BKN","BlackRock Investment Quality Municipal Trust Inc. (The)"
"3876","BTA","BlackRock Long-Term Municipal Advantage Trust"
"3877","BZM","BlackRock Maryland Municipal Bond Trust"
"3878","MHE","BlackRock Massachusetts Tax-Exempt Trust"
"3879","BIT","BlackRock Multi-Sector Income Trust"
"3880","MUI","Blackrock Muni Intermediate Duration Fund Inc"
"3881","MNE","Blackrock Muni New York Intermediate Duration Fund Inc"
"3882","MUA","Blackrock MuniAssets Fund, Inc."
"3883","BKK","Blackrock Municipal 2020 Term Trust"
"3884","BBK","Blackrock Municipal Bond Trust"
"3885","BBF","BlackRock Municipal Income Investment Trust"
"3886","BYM","Blackrock Municipal Income Quality Trust"
"3887","BFK","BlackRock Municipal Income Trust"
"3888","BLE","BlackRock Municipal Income Trust II"
"3889","BTT","BlackRock Municipal Target Term Trust Inc. (The)"
"3890","MEN","Blackrock MuniEnhanced Fund, Inc."
"3891","MUC","Blackrock MuniHoldings California Quality Fund,  Inc."
"3892","MUH","Blackrock MuniHoldings Fund II, Inc."
"3893","MHD","Blackrock MuniHoldings Fund, Inc."
"3894","MFL","Blackrock MuniHoldings Investment Quality Fund"
"3895","MUJ","Blackrock MuniHoldings New Jersey Insured Fund, Inc."
"3896","MHN","Blackrock MuniHoldings New York Quality Fund, Inc."
"3897","MUE","Blackrock MuniHoldings Quality Fund II, Inc."
"3898","MUS","Blackrock MuniHoldings Quality Fund, Inc."
"3899","MVT","Blackrock MuniVest Fund II, Inc."
"3900","MYC","Blackrock MuniYield California Fund, Inc."
"3901","MCA","Blackrock MuniYield California Insured Fund, Inc."
"3902","MYD","Blackrock MuniYield Fund, Inc."
"3903","MYF","Blackrock MuniYield Investment Fund"
"3904","MFT","Blackrock MuniYield Investment QualityFund"
"3905","MIY","Blackrock MuniYield Michigan Quality Fund, Inc."
"3906","MYJ","Blackrock MuniYield New Jersey Fund, Inc."
"3907","MYN","Blackrock MuniYield New York Quality Fund, Inc."
"3908","MPA","Blackrock MuniYield Pennsylvania Quality Fund"
"3909","MQT","Blackrock MuniYield Quality Fund II, Inc."
"3910","MYI","Blackrock MuniYield Quality Fund III, Inc."
"3911","MQY","Blackrock MuniYield Quality Fund, Inc."
"3912","BNY","BlackRock New York Investment Quality Municipal Trust Inc. (Th"
"3913","BQH","Blackrock New York Municipal Bond Trust"
"3914","BSE","Blackrock New York Municipal Income Quality Trust"
"3915","BFY","BlackRock New York Municipal Income Trust II"
"3916","BCX","BlackRock Resources"
"3917","BST","BlackRock Science and Technology Trust"
"3918","BSD","BlackRock Strategic Municipal Trust Inc. (The)"
"3919","BUI","BlackRock Utility, Infrastructure & Power Opportun"
"3920","BHV","BlackRock Virginia Municipal Bond Trust"
"3921","BLK","BlackRock, Inc."
"3922","BGB","Blackstone / GSO Strategic Credit Fund"
"3923","BGX","Blackstone GSO Long Short Credit Income Fund"
"3924","BSL","Blackstone GSO Senior Floating Rate Term Fund"
"3925","BE","Bloom Energy Corporation"
"3926","APRN","Blue Apron Holdings, Inc."
"3927","BCRH","Blue Capital Reinsurance Holdings Ltd."
"3928","BXG","Bluegreen Vacations Corporation"
"3929","BXC","BlueLinx Holdings Inc."
"3930","BA","Boeing Company (The)"
"3931","BCC","Boise Cascade, L.L.C."
"3932","BCEI","Bonanza Creek Energy, Inc."
"3933","BOOT","Boot Barn Holdings, Inc."
"3934","BAH","Booz Allen Hamilton Holding Corporation"
"3935","BWA","BorgWarner Inc."
"3936","SAM","Boston Beer Company, Inc. (The)"
"3937","BXP","Boston Properties, Inc."
"3938","BXP^B","Boston Properties, Inc."
"3939","BSX","Boston Scientific Corporation"
"3940","BOX","Box, Inc."
"3941","BYD","Boyd Gaming Corporation"
"3942","BPMP","BP Midstream Partners LP"
"3943","BP","BP p.l.c."
"3944","BPT","BP Prudhoe Bay Royalty Trust"
"3945","BRC","Brady Corporation"
"3946","BHR","Braemar Hotels & Resorts Inc."
"3947","BHR^B","Braemar Hotels & Resorts Inc."
"3948","BHR^D","Braemar Hotels & Resorts Inc."
"3949","BDN","Brandywine Realty Trust"
"3950","BWG","BrandywineGLOBAL Global Income Opportunities Fund "
"3951","LND","Brasilagro Cia Brasileira De Propriedades Agricolas"
"3952","BRFS","BRF S.A."
"3953","BGG","Briggs & Stratton Corporation"
"3954","MNRL","Brigham Minerals, Inc."
"3955","BFAM","Bright Horizons Family Solutions Inc."
"3956","BEDU","Bright Scholar Education Holdings Limited"
"3957","BSA","BrightSphere Investment Group plc"
"3958","BSIG","BrightSphere Investment Group plc"
"3959","BV","BrightView Holdings, Inc."
"3960","EAT","Brinker International, Inc."
"3961","BCO","Brink&#39;s Company (The)"
"3962","BMY","Bristol-Myers Squibb Company"
"3963","BTI","British American Tobacco p.l.c."
"3964","BRX","Brixmor Property Group Inc."
"3965","BR","Broadridge Financial Solutions, Inc."
"3966","BKD","Brookdale Senior Living Inc."
"3967","BAM","Brookfield Asset Management Inc"
"3968","BBU","Brookfield Business Partners L.P."
"3969","DTLA^","Brookfield DTLA Inc."
"3970","INF","Brookfield Global Listed Infrastructure Income Fund"
"3971","BIP","Brookfield Infrastructure Partners LP"
"3972","RA","Brookfield Real Assets Income Fund Inc."
"3973","BEP","Brookfield Renewable Partners L.P."
"3974","BRO","Brown & Brown, Inc."
"3975","BF.A","Brown Forman Corporation"
"3976","BF.B","Brown Forman Corporation"
"3977","BRT","BRT Apartments Corp."
"3978","BC","Brunswick Corporation"
"3979","BC^A","Brunswick Corporation"
"3980","BC^B","Brunswick Corporation"
"3981","BC^C","Brunswick Corporation"
"3982","BT","BT Group plc"
"3983","BPL","Buckeye Partners L.P."
"3984","BKE","Buckle, Inc. (The)"
"3985","BVN","Buenaventura Mining Company Inc."
"3986","BBW","Build-A-Bear Workshop, Inc."
"3987","BG","Bunge Limited"
"3988","BURL","Burlington Stores, Inc."
"3989","BWXT","BWX Technologies, Inc."
"3990","BY","Byline Bancorp, Inc."
"3991","CJ","C&J Energy Services, Inc"
"3992","GYB","CABCO Series 2004-101 Trust"
"3993","PFH","CABCO Series 2004-101 Trust"
"3994","CABO","Cable One, Inc."
"3995","CBT","Cabot Corporation"
"3996","COG","Cabot Oil & Gas Corporation"
"3997","CACI","CACI International, Inc."
"3998","WHD","Cactus, Inc."
"3999","CADE","Cadence Bancorporation"
"4000","CAE","CAE Inc"
"4001","CAI","CAI International, Inc."
"4002","CAI^A","CAI International, Inc."
"4003","CAI^B","CAI International, Inc."
"4004","CAL","Caleres, Inc."
"4005","CRC","California Resources Corporation"
"4006","CWT","California Water  Service Group Holding"
"4007","CALX","Calix, Inc"
"4008","ELY","Callaway Golf Company"
"4009","CPE","Callon Petroleum Company"
"4010","CPE^A","Callon Petroleum Company"
"4011","CBM","Cambrex Corporation"
"4012","CPT","Camden Property Trust"
"4013","CCJ","Cameco Corporation"
"4014","CPB","Campbell Soup Company"
"4015","CWH","Camping World Holdings, Inc."
"4016","GOOS","Canada Goose Holdings Inc."
"4017","CM","Canadian Imperial Bank of Commerce"
"4018","CNI","Canadian National Railway Company"
"4019","CNQ","Canadian Natural Resources Limited"
"4020","CP","Canadian Pacific Railway Limited"
"4021","CANG","Cango Inc."
"4022","CNNE","Cannae Holdings, Inc."
"4023","CTST","CannTrust Holdings Inc."
"4024","CAJ","Canon, Inc."
"4025","CGC","Canopy Growth Corporation"
"4026","CMD","Cantel Medical Corp."
"4027","COF","Capital One Financial Corporation"
"4028","COF^C","Capital One Financial Corporation"
"4029","COF^D","Capital One Financial Corporation"
"4030","COF^F","Capital One Financial Corporation"
"4031","COF^G","Capital One Financial Corporation"
"4032","COF^H","Capital One Financial Corporation"
"4033","COF^P","Capital One Financial Corporation"
"4034","CSU","Capital Senior Living Corporation"
"4035","BXMT","Capital Trust, Inc."
"4036","CIC","Capitol Investment Corp. IV"
"4037","CIC.U","Capitol Investment Corp. IV"
"4038","CIC.WS","Capitol Investment Corp. IV"
"4039","CPRI","Capri Holdings Limited"
"4040","CMO","Capstead Mortgage Corporation"
"4041","CMO^E","Capstead Mortgage Corporation"
"4042","CRR","Carbo Ceramics, Inc."
"4043","CAH","Cardinal Health, Inc."
"4044","CRCM","Care.com, Inc."
"4045","CSL","Carlisle Companies Incorporated"
"4046","KMX","CarMax Inc"
"4047","CCL","Carnival Corporation"
"4048","CUK","Carnival Corporation"
"4049","CRS","Carpenter Technology Corporation"
"4050","CSV","Carriage Services, Inc."
"4051","CARS","Cars.com Inc."
"4052","CRI","Carter&#39;s, Inc."
"4053","CVNA","Carvana Co."
"4054","CSLT","Castlight Health, inc."
"4055","CTLT","Catalent, Inc."
"4056","CTT           ","CatchMark Timber Trust, Inc."
"4057","CAT","Caterpillar, Inc."
"4058","CATO","Cato Corporation (The)"
"4059","CBZ","CBIZ, Inc."
"4060","CBL","CBL & Associates Properties, Inc."
"4061","CBL^D","CBL & Associates Properties, Inc."
"4062","CBL^E","CBL & Associates Properties, Inc."
"4063","CBO","CBO (Listing Market - NYSE - Networks A/E)"
"4064","IGR","CBRE Clarion Global Real Estate Income Fund"
"4065","CBRE","CBRE Group, Inc."
"4066","CBS","CBS Corporation"
"4067","CBS.A","CBS Corporation"
"4068","CBX","CBX (Listing Market NYSE Networks AE"
"4069","FUN","Cedar Fair, L.P."
"4070","CDR","Cedar Realty Trust, Inc."
"4071","CDR^B","Cedar Realty Trust, Inc."
"4072","CDR^C","Cedar Realty Trust, Inc."
"4073","CE","Celanese Corporation"
"4074","CLS","Celestica, Inc."
