"","X.https...finance.yahoo.com.quote.CAI.","X.http...www.capps.com."
"372","https://finance.yahoo.com/quote/UFS","http://www.domtar.com"
"373","https://finance.yahoo.com/quote/DCI","http://www.donaldson.com"
"374","https://finance.yahoo.com/quote/DFIN","http://www.dfinsolutions.com"
"375","https://finance.yahoo.com/quote/LPG","http://www.dorianlpg.com"
"376","https://finance.yahoo.com/quote/DSL","http://www.doublelinefunds.com"
"377","https://finance.yahoo.com/quote/DBL","http://www.doubleline.com"
"378","https://finance.yahoo.com/quote/PLOW","http://www.douglasdynamics.com"
"379","https://finance.yahoo.com/quote/DEI","http://www.douglasemmett.com"
"380","https://finance.yahoo.com/quote/DOV","http://www.dovercorporation.com"
"381","https://finance.yahoo.com/quote/DVD","http://www.dovermotorsports.com"
"382","https://finance.yahoo.com/quote/DOW","http://www.dow.com"
"383","https://finance.yahoo.com/quote/DWDP","http://www.dow-dupont.com"
"384","https://finance.yahoo.com/quote/RDY","http://www.drreddys.com"
"385","https://finance.yahoo.com/quote/DRD","http://www.drdgold.com"
"390","https://finance.yahoo.com/quote/LEO","http://im.bnymellon.com"
"391","https://finance.yahoo.com/quote/DRQ","http://www.dril-quip.com"
"392","https://finance.yahoo.com/quote/DS","http://www.driveshack.com"
"396","https://finance.yahoo.com/quote/DTE","http://newlook.dteenergy.com"
"402","https://finance.yahoo.com/quote/DCO","http://www.ducommun.com"
"403","https://finance.yahoo.com/quote/DPG","http://www.dpgfund.com"
"404","https://finance.yahoo.com/quote/DSE","http://www.virtus.com"
"405","https://finance.yahoo.com/quote/DNP","http://www.dnpselectincome.com"
"406","https://finance.yahoo.com/quote/DTF","http://www.dtffund.com"
"407","https://finance.yahoo.com/quote/DUC","http://www.ducfund.com"
"408","https://finance.yahoo.com/quote/DUK","http://www.duke-energy.com"
"412","https://finance.yahoo.com/quote/DRE","http://www.dukerealty.com"
"413","https://finance.yahoo.com/quote/DXC","http://www.dxc.technology"
"414","https://finance.yahoo.com/quote/DY","http://www.dycomind.com"
"415","https://finance.yahoo.com/quote/DLNG","http://www.dynagaspartners.com"
"418","https://finance.yahoo.com/quote/DX","http://www.dynexcapital.com"
"423","https://finance.yahoo.com/quote/ELF","http://www.elfcosmetics.com"
"424","https://finance.yahoo.com/quote/EGIF","http://fwcapitaladvisors.com"
"425","https://finance.yahoo.com/quote/EXP","http://www.eaglematerials.com"
"426","https://finance.yahoo.com/quote/ECC           ","http://www.eaglepointcreditcompany.com"
"427","https://finance.yahoo.com/quote/ECCA","http://www.eaglepointcreditcompany.com"
"428","https://finance.yahoo.com/quote/ECCB","http://www.eaglepointcreditcompany.com"
"431","https://finance.yahoo.com/quote/ESTE","http://www.earthstoneenergy.com"
"432","https://finance.yahoo.com/quote/DEA","http://www.easterlyreit.com"
"433","https://finance.yahoo.com/quote/EGP","http://www.eastgroup.net"
